"";"Kode.Dagri";"Kode.BPS";"Kode.Geo";"Nama.Provinsi";"Nama.Kabupaten.Kota";"IRBI.2017";"IRBI.2018";"IRBI.2019";"IRBI.2020";"IRBI.2021";"IRBI.2022";"Y_2017";"Y_2018";"Y_2019";"Y_2020";"Y_2021";"Y_2022";"korel"
"1";1101;1103;60700;"Aceh";"Aceh Selatan";171,2;171,2;171,2;171,2;171,2;171,2;0;62,29;51,1;54;50,21;46,03;NA
"2";1102;1104;60800;"Aceh";"Aceh Tenggara";131,2;131,2;131,2;127,23;120,03;124,71;0;65,45;66,4;63,72;61,59;67,35;-0,342409616565642
"3";1103;1105;60400;"Aceh";"Aceh Timur";188,8;188,8;188,8;176,05;166,74;145,88;0;56,4;44,85;49,19;50,45;54,52;-0,421338541959924
"4";1104;1106;60500;"Aceh";"Aceh Tengah";124,8;124,8;124,8;124,8;124,8;113,67;0;60,38;51,25;47,53;47,16;50,21;-0,169967566167821
"5";1105;1107;60600;"Aceh";"Aceh Barat";203,2;203,2;203,2;189,04;179,15;0;0;45,17;42,83;45,54;51,39;43,92;-0,209928351907744
"6";1106;1108;60100;"Aceh";"Aceh Besar";211,2;211,2;211,2;211,2;209,78;201,23;0;59,29;57,05;54,8;57,35;56,6;-0,224417247537812
"7";1107;1109;60200;"Aceh";"Pidie";163,2;163,2;163,2;163,2;163,2;163,06;0;63,52;61,93;63,4;56,57;60,72;-0,189065326767482
"8";1108;1111;60300;"Aceh";"Aceh Utara";175,2;175,2;175,2;175,2;175,2;159,41;0;52,25;54,89;53,67;57,7;58,19;-0,260464618686029
"9";1109;1101;61100;"Aceh";"Simeulue";162;162;162;162;162;162;0;33,2;32,97;31,38;29,94;33,24;NA
"10";1110;1102;61300;"Aceh";"Aceh Singkil";178;178;178;178;178;178;0;56,16;55,38;50,97;51,76;54,16;NA
"11";1111;1110;61200;"Aceh";"Bireuen";168;168;168;168;168;160,77;0;61,44;63,7;66,01;61,32;60,9;-0,165561910854822
"12";1112;1112;61700;"Aceh";"Aceh Barat Daya";183,2;183,2;183,2;183,2;183,2;0;0;61,61;69,52;57,09;54,58;56,58;-0,130855147371273
"13";1113;1113;61800;"Aceh";"Gayo Lues";107,2;107,2;107,2;101,41;97,59;0;0;46,34;49,47;55,32;60,35;54,74;-0,279406559883662
"14";1114;1116;61600;"Aceh";"Aceh Jaya";197,6;197,6;197,6;178,8;165;169,78;0;53,26;51,46;58,41;49,6;46,79;-0,362205501733792
"15";1115;1115;61500;"Aceh";"Nagan Raya";203,2;203,2;203,2;203,2;200,08;0;0;55,21;51,52;44,03;46,07;48,38;-0,1827588647038
"16";1116;1114;61400;"Aceh";"Aceh Tamiang";155,2;155,2;155,2;146,52;139,2;120,74;0;48,16;48,11;46,75;48,75;42,47;-0,258402600204126
"17";1117;1117;61900;"Aceh";"Bener Meriah";123,2;123,2;123,2;123,2;119,36;108,1;0;50,43;55,44;54;46,57;51,47;-0,220436153793836
"18";1118;1118;62000;"Aceh";"Pidie Jaya";137,6;137,6;137,6;137,6;137,6;137,6;0;61,42;59,04;62,58;60,35;67,8;NA
"19";1171;1171;66100;"Aceh";"Kota Banda Aceh";145,83;145,83;145,83;127,31;117,02;0;0;54,89;52,35;52,96;53,31;55,62;-0,313274979730534
"20";1172;1172;66000;"Aceh";"Kota Sabang";125,6;125,6;125,6;116,62;108,65;125,6;0;0;0;0;0;0;NA
"21";1173;1174;66200;"Aceh";"Kota Lhokseumawe";136,92;130,11;130,11;130,11;130,11;138,77;0;46,05;49,34;55,31;57;52,96;-0,488362826646207
"22";1174;1173;66300;"Aceh";"Kota Langsa";143,2;143,2;143,2;143,2;138,73;111,1;0;44,39;41,2;40,38;40,77;42,76;-0,251656552742705
"23";1175;1175;66400;"Aceh";"Kota Subulussalam";95,2;95,2;95,2;95,2;95,2;95,2;0;55,41;50,48;51,69;53,37;54,56;NA
"24";1201;1204;70900;"Sumatera Utara";"Tapanuli Tengah";191,2;191,2;191,2;191,2;191,2;191,2;44,09;38,85;39,14;35,23;42,83;38,91;NA
"25";1202;1205;70800;"Sumatera Utara";"Tapanuli Utara";118;118;118;118;118;118;47,38;44,69;46,31;51,26;56,68;46,06;NA
"26";1203;1203;71000;"Sumatera Utara";"Tapanuli Selatan";186;186;186;186;176,35;141,3;50,54;52,3;49,74;51,4;52,68;49,67;0,403180851248219
"27";1204;1201;71100;"Sumatera Utara";"Nias";214;214;214;214;210,71;214;48,06;35,47;32,27;37,2;40,62;41,38;-0,129473423664617
"28";1205;1213;70200;"Sumatera Utara";"Langkat";143,54;140,68;138,62;138,62;137,23;155,2;58,2;53,02;46,93;50,4;48,8;46,85;-0,134401661391464
"29";1206;1211;70300;"Sumatera Utara";"Karo";125,24;120,99;120,99;120,99;117,09;100,62;55,5;56,15;63,2;67,25;70,93;70,22;-0,647071011966371
"30";1207;1212;70100;"Sumatera Utara";"Deli Serdang";108,28;121,73;121,73;121,73;128,13;126,08;57,47;58,24;55,45;63,46;59,86;60,92;0,360402084216878
"31";1208;1209;70400;"Sumatera Utara";"Simalungun";73,59;73,59;73,59;73,59;80,07;95,2;56,77;57,44;52,19;52,7;52,47;53,91;-0,188007050419487
"32";1209;1208;70600;"Sumatera Utara";"Asahan";167,2;167,2;167,2;167,2;167,2;99,35;59,9;57,38;61,54;57,14;56,18;61,64;-0,551572265617582
"33";1210;1207;70700;"Sumatera Utara";"Labuhanbatu";151,2;151,2;151,2;151,2;151,2;151,2;49,99;46,35;49,77;50,19;47,17;38,98;NA
"34";1211;1210;70500;"Sumatera Utara";"Dairi";127,6;127,6;127,6;127,6;119,44;92,03;51,75;52,45;49,69;53,94;51,53;49,2;0,626260861479867
"35";1212;1206;71600;"Sumatera Utara";"Toba Samosir";107,2;107,2;107,2;107,2;107,2;107,2;63,72;59,43;61,95;60,41;60,63;62,86;NA
"36";1213;1202;71500;"Sumatera Utara";"Mandailing Natal";214,8;214,8;214,8;214,8;214,8;214,8;47,54;45,22;41,46;40,86;42,15;41,46;NA
"37";1214;1214;71700;"Sumatera Utara";"Nias Selatan";202;202;202;202;187,94;200,89;44,22;43,76;43,77;42,77;42,61;36,94;0,0294933795593261
"38";1215;1216;71800;"Sumatera Utara";"Pakpak Bharat";112;112;112;112;112;97,73;31,63;34,15;39,75;34,97;38,07;37,37;-0,22840879586698
"39";1216;1215;71900;"Sumatera Utara";"Humbang Hasundutan";130;130;130;130;130;121,1;47,95;48,91;41,75;47,11;43,28;41,94;0,492546030895842
"40";1217;1217;72000;"Sumatera Utara";"Samosir";114;114;114;114;114;114;52,06;51,34;53,05;46,8;53,83;55,4;NA
"41";1218;1218;72100;"Sumatera Utara";"Serdang Bedagai";140;140;140;140;124,57;123,35;57,2;57,95;58,08;60,85;55,06;56,92;0,67426948790423
"42";1219;1219;72200;"Sumatera Utara";"Batu Bara";143,2;143,2;143,2;143,2;143,2;143,2;54,04;52,03;52,7;56,93;56,39;55,39;NA
"43";1220;1220;72300;"Sumatera Utara";"Padang Lawas Utara";138;138;138;138;138;138;41,7;43,5;44,23;40,18;41,07;41,1;NA
"44";1221;1221;72400;"Sumatera Utara";"Padang Lawas";154;154;154;154;154;149,84;39,26;38,72;33,01;34,89;37,82;37,21;-0,0797320309247389
"45";1222;1222;72600;"Sumatera Utara";"Labuhanbatu Selatan";131,2;131,2;131,2;131,2;131,2;131,2;51,87;35,26;37,98;37,96;43,75;40,24;NA
"46";1223;1223;72500;"Sumatera Utara";"Labuhanbatu Utara";155,2;155,2;155,2;155,2;155,2;155,2;52,51;47,42;45,61;45,75;42,41;40,37;NA
"47";1224;1224;72800;"Sumatera Utara";"Nias Utara";214;214;214;214;214;214;38,86;41,58;44,61;41,83;41,31;42,06;NA
"48";1225;1225;72700;"Sumatera Utara";"Nias Barat";210,8;210,8;210,8;210,8;210,8;210,8;42,4;40,5;37,63;39,2;44,81;41,71;NA
"49";1271;1275;76000;"Sumatera Utara";"Kota Medan";100,61;93,77;93,77;93,77;93,77;80,75;43,96;45,96;50,91;54,35;50,6;53,22;-0,637930507230096
"50";1272;1273;76300;"Sumatera Utara";"Kota Pematangsiantar";91,2;91,2;91,2;91,2;91,2;91,2;61,18;60,55;62,43;61,57;61,83;63,32;NA
"51";1273;1271;76500;"Sumatera Utara";"Kota Sibolga";167,2;167,2;167,2;167,2;167,2;167,2;0;0;0;0;0;0;NA
"52";1274;1272;76400;"Sumatera Utara";"Kota Tanjung Balai";114;114;114;114;114;114;50,02;50,95;53,29;56,58;51,9;50,22;NA
"53";1275;1276;76100;"Sumatera Utara";"Kota Binjai";103,2;103,2;103,2;103,2;103,2;103,2;41,76;41,81;40,15;54,05;51,86;50,34;NA
"54";1276;1274;76200;"Sumatera Utara";"Kota Tebing Tinggi";101,6;101,6;101,6;101,6;100,04;82,48;54,32;52,38;62,24;55,17;52,73;49,95;0,548759375279852
"55";1277;1277;76600;"Sumatera Utara";"Kota Padang Sidempuan";128;128;128;128;128;128;53,49;51,57;50,29;55,51;52,33;55,1;NA
"56";1278;1278;76700;"Sumatera Utara";"Kota Gunungsitoli";215,6;215,6;215,6;215,6;215,6;215,6;52,32;52,26;51,7;56,84;49,06;51,59;NA
"57";1301;1302;80600;"Sumatera Barat";"Pesisir Selatan";189,6;189,6;189,6;189,6;169,42;114,55;55,79;50,27;51,06;48,05;48,01;56,17;-0,502185937666595
"58";1302;1303;80400;"Sumatera Barat";"Solok";137,2;137,2;137,2;137,2;137,2;0;56,77;50,61;49,38;46,44;52,63;54,5;-0,367341719174073
"59";1303;1304;80800;"Sumatera Barat";"Sijunjung";107,2;107,2;107,2;107,2;107,2;0;42,94;39,89;34,17;39,1;36,67;38,45;0,0142966273766386
"60";1304;1305;80700;"Sumatera Barat";"Tanah Datar";125,2;125,2;125,2;125,2;125,2;0;56,08;52,67;56,12;53,35;56,39;54,76;0,0418353327502315
"61";1305;1306;80500;"Sumatera Barat";"Padang Pariaman";184,11;184,11;180,72;167,21;156,73;0;52,57;46,05;48,04;46,98;45,37;49,58;-0,187443740047396
"62";1306;1307;80100;"Sumatera Barat";"Agam";209,2;209,2;209,2;209,2;193,52;0;53,75;51,67;49,32;52,36;51,4;49,54;0,52692307074107
"63";1307;1308;80300;"Sumatera Barat";"Lima Puluh Kota";119,2;119,2;119,2;119,2;119,2;64,33;48,03;43,07;41,49;43,6;43,99;46,46;-0,414815586450025
"64";1308;1309;80200;"Sumatera Barat";"Pasaman";178;178;178;178;176,8;0;50,17;42,63;43,62;45;45,93;48,84;-0,467080266864384
"65";1309;1301;81000;"Sumatera Barat";"Kepulauan Mentawai";197,2;197,2;197,2;197,2;197,2;0;24,01;26,35;25,17;24,71;24,97;22,98;0,741119847705658
"66";1310;1311;81200;"Sumatera Barat";"Dharmasraya";143,2;143,2;143,2;143,2;137,69;0;46,03;43,2;46,29;44,59;48,86;47,63;-0,396818909305124
"67";1311;1310;81100;"Sumatera Barat";"Solok Selatan";137,2;137,2;137,2;137,2;137,2;0;46,05;42,49;42,33;35,54;40,07;41,3;-0,000472469037837066
"68";1312;1312;81300;"Sumatera Barat";"Pasaman Barat";203,2;203,2;203,2;203,2;203,2;0;49,93;49,51;45,7;46,98;47,4;50,19;-0,506067140895644
"69";1371;1371;86100;"Sumatera Barat";"Kota Padang";191,6;191,6;169,92;169,92;181,7;190,62;49,4;46,71;50,13;45,48;50,43;51,08;0,243031557910805
"70";1372;1372;86400;"Sumatera Barat";"Kota Solok";125,2;125,2;125,2;125,2;125,2;93,92;57,3;52,09;57,57;64,67;58,72;64,66;-0,556696141262962
"71";1373;1373;86300;"Sumatera Barat";"Kota Sawahlunto";113,2;113,2;113,2;113,2;113,2;72,82;53,87;47,66;46,99;42,91;54,17;62,61;-0,786836790940659
"72";1374;1374;86200;"Sumatera Barat";"Kota Padang Panjang";113,2;113,2;113,2;113,2;113,2;0;64;46,96;55,09;57,67;62,91;70,01;-0,644898748292241
"73";1375;1375;86000;"Sumatera Barat";"Kota Bukittinggi";130;130;130;130;130;123,39;67,24;58,63;65,41;60,91;69,32;66,09;-0,180931776226427
"74";1376;1376;86500;"Sumatera Barat";"Kota Payakumbuh";104,8;104,8;104,8;104,8;104,8;104,8;54,63;47;45,57;49,16;50,02;54,99;NA
"75";1377;1377;86600;"Sumatera Barat";"Kota Pariaman";171,2;171,2;171,2;171,2;171,2;124,79;58,93;49,5;56,45;49,05;47,11;51,93;0,024586553639063
"76";1401;1406;90100;"Riau";"Kampar";155,2;155,2;155,2;155,2;139,93;111,28;0;35;29,42;38,08;33,61;39,58;-0,394819775724446
"77";1402;1402;90400;"Riau";"Indragiri Hulu";132,4;132,4;132,4;132,4;132,4;132,04;0;36,2;40,91;40,59;41,15;38,95;-0,180319985184741
"78";1403;1408;90200;"Riau";"Bengkalis";156,4;156,4;156,4;156,4;140,37;102;0;31;36,39;41,83;39,94;42,15;-0,389059154064157
"79";1404;1403;90500;"Riau";"Indragiri Hilir";168,4;168,4;168,4;168,4;168,4;168,4;0;46,9;36,61;40,2;42,37;40,62;NA
"80";1405;1404;90800;"Riau";"Pelalawan";156,4;156,4;156,4;156,4;156,4;156,4;0;31,9;33,37;27,81;38,16;38,44;NA
"81";1406;1407;90900;"Riau";"Rokan Hulu";155,2;155,2;155,2;155,2;155,2;155,2;0;34,6;35,76;37,55;33,3;39,66;NA
"82";1407;1409;91000;"Riau";"Rokan Hilir";167,2;167,2;167,2;167,2;155,57;137,85;0;36,1;41,98;39,07;51,4;49,83;-0,505134958216263
"83";1408;1405;91100;"Riau";"Siak";156,4;156,4;156,4;156,4;143,11;104,35;0;44,5;36,55;42,32;43,27;46,16;-0,358194933306864
"84";1409;1401;91400;"Riau";"Kuantan Singingi";131,2;131,2;131,2;131,2;131,2;131,2;0;39,2;35,75;33,61;38,22;43,32;NA
"85";1410;1410;91500;"Riau";"Kepulauan Meranti";147,6;147,6;147,6;147,6;147,6;147,6;0;33,4;28,67;27,95;29,37;34,22;NA
"86";1471;1471;96000;"Riau";"Kota Pekanbaru";132,4;132,4;132,4;132,4;130,37;132,4;0;0;0;0;0;0;NA
"87";1472;1473;96200;"Riau";"Kota Dumai";108,4;108,4;108,4;108,4;108,4;108,4;0;30,3;39,06;29,65;24,22;32,8;NA
"88";1501;1501;100300;"Jambi";"Kerinci";136,34;136,34;136,34;136,34;125,06;101,88;0;51,7;53,1;51,51;53,9;52,4;-0,276054349531296
"89";1502;1502;100900;"Jambi";"Merangin";166;166;166;166;166;166;0;40,7;40,6;43,9;38,8;40,4;NA
"90";1503;1503;100300;"Jambi";"Sarolangun";148,85;131,44;131,44;131,44;131,44;140,63;0;31,6;37,7;33,4;36,9;38,6;-0,801287832020023
"91";1504;1504;100100;"Jambi";"Batanghari";120,4;120,4;120,4;120,4;120,4;120,4;0;40,2;33,5;43,6;41,4;39,9;NA
"92";1505;1505;100700;"Jambi";"Muaro Jambi";132,4;132,4;132,4;132,4;127,31;116,25;0;36,1;29;41,3;38,4;39,1;-0,346742914825206
"93";1506;1507;100400;"Jambi";"Tanjung Jabung Barat";156,4;156,4;156,4;156,4;143,88;97,71;0;44,5;41,6;41,3;43,7;41;-0,213829231450323
"94";1507;1506;100800;"Jambi";"Tanjung Jabung Timur";156,4;156,4;156,4;156,4;156,4;156,4;0;37,6;42,9;44,5;41,4;38,1;NA
"95";1508;1509;100200;"Jambi";"Bungo";143,2;143,2;143,2;143,2;143,2;131,47;0;43,7;39;37,3;36,5;41,5;-0,254129824502295
"96";1509;1508;100600;"Jambi";"Tebo";131,2;131,2;131,2;131,2;131,2;131,2;0;46,7;38,3;45,5;50;48,1;NA
"97";1571;1571;106000;"Jambi";"Kota Jambi";126,9;126,9;126,9;126,9;127,23;101,44;0;40,6;32,6;42,9;38,2;42,1;-0,275964162579084
"98";1572;1572;106100;"Jambi";"Kota Sungai Penuh";124,4;124,4;124,4;124,4;116,44;89,4;0;60,2;60,9;61,3;63,1;61,3;-0,256960178501738
"99";1601;1601;110300;"Sumatera Selatan";"Ogan Komering Ulu";155,2;155,2;155,2;155,2;155,2;122,92;0;46,47;49,15;45,45;43,86;46,02;-0,194771994243584
"100";1602;1602;110200;"Sumatera Selatan";"Ogan Komering Ilir";153,2;153,2;153,2;153,2;153,2;130,39;0;50,65;50,71;54,5;54,82;54,3;-0,228648284003403
"101";1603;1603;110400;"Sumatera Selatan";"Muara Enim";155,2;155,2;155,2;155,2;155,2;147,39;0;46,57;41,42;41,45;39,97;45,62;-0,270003741273004
"102";1604;1604;110500;"Sumatera Selatan";"Lahat";109,07;109,07;109,07;109,07;116,55;133,17;0;53,96;50,44;49,6;48,15;51,93;0,271411318201434
"103";1605;1605;110600;"Sumatera Selatan";"Musi Rawas";155,2;155,2;155,2;155,2;145,27;150,85;0;50,15;47,19;54,16;58,97;55,6;-0,429647559384796
"104";1606;1606;110100;"Sumatera Selatan";"Musi Banyuasin";132,4;132,4;132,4;132,4;125,53;99,96;0;45,18;46,34;46,83;47,41;48,8;-0,298793387566372
"105";1607;1607;110700;"Sumatera Selatan";"Banyuasin";136,95;136,95;136,07;141,43;137,81;112,13;0;48,84;43,43;43,43;48;50,42;-0,251630604249324
"106";1608;1609;110800;"Sumatera Selatan";"Ogan Komering Ulu Timur";131,2;131,2;131,2;131,2;131,2;131,2;0;65,98;62,46;63,59;60,01;64,91;NA
"107";1609;1608;110900;"Sumatera Selatan";"Ogan Komering Ulu Selatan";130;130;130;130;120,26;73,23;0;44,51;51,93;51,54;58,01;55,9;-0,336177326330824
"108";1610;1610;111000;"Sumatera Selatan";"Ogan Ilir";132,4;132,4;132,4;120,56;116,43;112,51;0;47,59;37,48;37,61;41,76;49,61;-0,481612461922792
"109";1611;1611;111100;"Sumatera Selatan";"Empat Lawang";158;158;158;158;153,07;157,2;0;41,73;39,62;44,81;42,17;45,76;-0,230359754670187
"110";1612;1612;111200;"Sumatera Selatan";"Penukal Abab Lematang Ilir";155,2;155,2;155,2;155,2;155,2;113,09;0;40,66;40,08;40,06;43,03;42,31;-0,230888984888109
"111";1613;1613;111300;"Sumatera Selatan";"Musi Rawas Utara";155,2;155,2;155,2;155,2;154,15;115,68;0;42,94;39,36;45,67;42,62;41,81;-0,186154260019534
"112";1671;1671;116000;"Sumatera Selatan";"Kota Palembang";131,6;131,6;131,6;131,6;131,6;131,6;0;54,65;46,45;42,32;41,62;46,67;NA
"113";1672;1673;116300;"Sumatera Selatan";"Kota Pagar Alam";126,4;126,4;126,4;126,4;126,4;126,4;0;53,07;47,73;53,11;53,95;56,7;NA
"114";1673;1674;116200;"Sumatera Selatan";"Kota Lubuk Linggau";124,8;124,8;124,8;124,8;124,8;124,8;0;50,55;57,27;51,54;52,94;52,07;NA
"115";1674;1672;116100;"Sumatera Selatan";"Kota Prabumulih";132,4;132,4;132,4;132,4;132,4;132,4;0;50,67;40,82;39,52;38,77;39,96;NA
"116";1701;1701;260300;"Bengkulu";"Bengkulu Selatan";186,4;186,4;186,4;186,4;186,4;0;0;44,34;41,58;43,55;48,4;47,08;-0,253492421210188
"117";1702;1702;260200;"Bengkulu";"Rejang Lebong";113,59;113,59;100,71;100,71;92,58;146;0;44,8;50,32;52,93;51,91;48,3;-0,134729253468693
"118";1703;1703;260100;"Bengkulu";"Bengkulu Utara";205,6;205,6;205,6;205,6;186,25;196,05;0;39,79;44,08;45,72;43,03;47,34;-0,307346173436813
"119";1704;1704;260700;"Bengkulu";"Kaur";203,2;203,2;203,2;203,2;196,86;149,15;0;39,73;39,57;40,14;43,09;46,83;-0,371016756415592
"120";1705;1705;260800;"Bengkulu";"Seluma";191,2;191,2;191,2;191,2;165,74;144,12;0;39,23;37,56;37,63;43,29;40,33;-0,373122453172798
"121";1706;1706;260400;"Bengkulu";"Muko Muko";166,02;166,02;166,02;166,02;172,29;0;0;56,49;54,93;58,68;55,81;59,86;-0,247518682873627
"122";1707;1707;260600;"Bengkulu";"Lebong";118;118;118;118;118;101,62;0;48,62;61,67;50,96;60,87;64,95;-0,344822772190971
"123";1708;1708;260500;"Bengkulu";"Kepahiang";138;138;138;138;138;69,63;0;44,7;50,44;46,76;45,94;47,87;-0,217421079757695
"124";1709;1709;260900;"Bengkulu";"Bengkulu Tengah";173,2;173,2;173,2;173,2;167,8;0;0;37,37;37,15;39,51;38,83;39,05;-0,228462050764634
"125";1771;1771;266000;"Bengkulu";"Kota Bengkulu";148,12;137,68;137,68;137,68;147,5;159,55;0;47,46;51,78;51,34;50,34;48,62;-0,2160961936082
"126";1801;1803;120100;"Lampung";"Lampung Selatan";187,2;187,2;187,2;187,2;187,2;150,32;54,64;55,07;60,33;56,91;64,54;60,28;-0,213092140490793
"127";1802;1805;120200;"Lampung";"Lampung Tengah";131,2;131,2;131,2;131,2;131,2;97,31;51,76;45,78;46,33;52,6;48,8;55,76;-0,704177079156368
"128";1803;1806;120300;"Lampung";"Lampung Utara";131,2;131,2;131,2;131,2;131,2;131,2;52,5;43,25;41;44,21;43,83;46,3;NA
"129";1804;1801;120400;"Lampung";"Lampung Barat";214;204,22;179,29;179,29;163,85;212,58;53,23;52,36;43,39;42,6;49,31;48,19;0,567724777473542
"130";1805;1808;120500;"Lampung";"Tulang Bawang";144,4;144,4;144,4;144,4;144,4;105,4;44,88;44,55;42,26;38,65;44,2;40,96;0,32484574212339
"131";1806;1802;120600;"Lampung";"Tanggamus";141;135,86;135,86;135,86;135,86;181,22;56,46;58,39;49,82;55,07;54,68;57,03;0,322209395026251
"132";1807;1804;120700;"Lampung";"Lampung Timur";183,2;183,2;183,2;183,2;183,2;183,2;52,04;44,23;44;48,43;47,55;48,99;NA
"133";1808;1807;120800;"Lampung";"Way Kanan";131,2;131,2;131,2;131,2;131,2;94,09;53,72;49,82;33,79;44,37;47,25;47,58;-0,107758485068024
"134";1809;1809;120900;"Lampung";"Pesawaran";181,6;181,6;181,6;181,6;181,6;153,59;54,2;55,12;54,11;51,3;53,34;55,89;-0,585232702138889
"135";1810;1810;121000;"Lampung";"Pringsewu";95,2;95,2;95,2;95,2;95,2;95,2;54,48;56,87;52,57;56,8;56,63;58,37;NA
"136";1811;1811;121100;"Lampung";"Mesuji";120,4;120,4;120,4;120,4;120,4;120,27;44,54;51,23;43,89;41,48;51,79;51,5;-0,435095034962739
"137";1812;1812;121200;"Lampung";"Tulang Bawang Barat";120,4;120,4;120,4;120,4;120,4;120,2;51,45;37,59;50,52;47,73;48,33;49,44;-0,187284660132481
"138";1813;1813;121300;"Lampung";"Pesisir Barat";214;204,22;179,29;179,29;189,7;214;52,87;51,02;46,16;47,06;51;50,98;0,8719417782534
"139";1871;1871;126000;"Lampung";"Kota Bandar Lampung";182;165,56;165,56;165,56;165,56;77,1;59,86;56,32;54,71;47,92;54,49;55,37;0,0421826230288772
"140";1872;1872;126100;"Lampung";"Kota Metro";113,6;113,6;113,6;113,6;100,26;73,23;54,09;48,18;43,6;57,24;46,74;55,03;-0,263859718472351
"141";1901;1901;290100;"Kepulauan Bangka Belitung";"Bangka";168,4;168,4;168,4;168,4;168,4;168,4;0;18,27148438;20,76828519;28,39514979;29,775;31,41;NA
